M:\self driving car\IMG\center_2020_10_29_19_08_03_551.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_03_551.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_03_551.jpg, 0, 0, 0, 7.813385E-05
M:\self driving car\IMG\center_2020_10_29_19_08_03_650.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_03_650.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_03_650.jpg, 0, 0, 0, 8.080869E-05
M:\self driving car\IMG\center_2020_10_29_19_08_03_753.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_03_753.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_03_753.jpg, 0, 0, 0, 7.869808E-05
M:\self driving car\IMG\center_2020_10_29_19_08_03_855.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_03_855.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_03_855.jpg, 0, 0.1560216, 0, 0.04250925
M:\self driving car\IMG\center_2020_10_29_19_08_03_956.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_03_956.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_03_956.jpg, 0, 0.4508832, 0, 0.462429
M:\self driving car\IMG\center_2020_10_29_19_08_04_061.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_04_061.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_04_061.jpg, 0, 0.7599411, 0, 1.184435
M:\self driving car\IMG\center_2020_10_29_19_08_04_161.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_04_161.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_04_161.jpg, 0, 1, 0, 2.43152
M:\self driving car\IMG\center_2020_10_29_19_08_04_270.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_04_270.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_04_270.jpg, -0.3228279, 0.6771721, 0, 3.368858
M:\self driving car\IMG\center_2020_10_29_19_08_04_372.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_04_372.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_04_372.jpg, -0.630513, 0.369487, 0, 3.898817
M:\self driving car\IMG\center_2020_10_29_19_08_04_473.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_04_473.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_04_473.jpg, -0.3377315, 0.07670558, 0, 4.040367
M:\self driving car\IMG\center_2020_10_29_19_08_04_579.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_04_579.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_04_579.jpg, -0.02668707, 0, 0, 4.001854
M:\self driving car\IMG\center_2020_10_29_19_08_04_680.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_04_680.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_04_680.jpg, 0, 0, 0, 3.960319
M:\self driving car\IMG\center_2020_10_29_19_08_04_781.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_04_781.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_04_781.jpg, 0, 0, 0, 3.920573
M:\self driving car\IMG\center_2020_10_29_19_08_04_884.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_04_884.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_04_884.jpg, -0.2699607, 0, 0, 3.871472
M:\self driving car\IMG\center_2020_10_29_19_08_04_986.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_04_986.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_04_986.jpg, -0.5674299, 0, 0, 3.800061
M:\self driving car\IMG\center_2020_10_29_19_08_05_087.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_05_087.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_05_087.jpg, -0.3591453, 0, 0, 3.767256
M:\self driving car\IMG\center_2020_10_29_19_08_05_187.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_05_187.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_05_187.jpg, -0.05467468, 0, 0, 3.730195
M:\self driving car\IMG\center_2020_10_29_19_08_05_292.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_05_292.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_05_292.jpg, 0, 0, 0, 3.683661
M:\self driving car\IMG\center_2020_10_29_19_08_05_395.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_05_395.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_05_395.jpg, 0, 0.110799, 0, 3.681057
M:\self driving car\IMG\center_2020_10_29_19_08_05_495.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_05_495.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_05_495.jpg, -0.0479265, 0.417121, 0, 4.008244
M:\self driving car\IMG\center_2020_10_29_19_08_05_598.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_05_598.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_05_598.jpg, -0.3425403, 0.7117347, 0, 4.675084
M:\self driving car\IMG\center_2020_10_29_19_08_05_700.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_05_700.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_05_700.jpg, -0.5494707, 1, 0, 5.666548
M:\self driving car\IMG\center_2020_10_29_19_08_05_801.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_05_801.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_05_801.jpg, -0.2621496, 1, 0, 6.822873
M:\self driving car\IMG\center_2020_10_29_19_08_05_904.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_05_904.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_05_904.jpg, 0, 1, 0, 7.952848
M:\self driving car\IMG\center_2020_10_29_19_08_06_008.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_06_008.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_06_008.jpg, 0, 1, 0, 9.078744
M:\self driving car\IMG\center_2020_10_29_19_08_06_109.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_06_109.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_06_109.jpg, -0.0900393, 1, 0, 10.41546
M:\self driving car\IMG\center_2020_10_29_19_08_06_212.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_06_212.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_06_212.jpg, -0.3984745, 1, 0, 11.55831
M:\self driving car\IMG\center_2020_10_29_19_08_06_313.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_06_313.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_06_313.jpg, -0.5487145, 0.9061486, 0, 12.25257
M:\self driving car\IMG\center_2020_10_29_19_08_06_416.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_06_416.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_06_416.jpg, -0.2504368, 0.6078708, 0, 13.23698
M:\self driving car\IMG\center_2020_10_29_19_08_06_519.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_06_519.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_06_519.jpg, 0, 0.2989269, 0, 13.49285
M:\self driving car\IMG\center_2020_10_29_19_08_06_623.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_06_623.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_06_623.jpg, 0, 0.002704797, 0, 13.59518
M:\self driving car\IMG\center_2020_10_29_19_08_06_723.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_06_723.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_06_723.jpg, 0, 0, 0, 13.20521
M:\self driving car\IMG\center_2020_10_29_19_08_06_827.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_06_827.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_06_827.jpg, 0, 0.2602707, 0, 13.4639
M:\self driving car\IMG\center_2020_10_29_19_08_06_930.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_06_930.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_06_930.jpg, -0.1389693, 0.6191121, 0, 13.97619
M:\self driving car\IMG\center_2020_10_29_19_08_07_030.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_07_030.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_07_030.jpg, -0.3222516, 0.9196938, 0, 14.65974
M:\self driving car\IMG\center_2020_10_29_19_08_07_131.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_07_131.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_07_131.jpg, -0.02067297, 1, 0, 15.78798
M:\self driving car\IMG\center_2020_10_29_19_08_07_233.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_07_233.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_07_233.jpg, 0, 1, 0, 16.78152
M:\self driving car\IMG\center_2020_10_29_19_08_07_335.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_07_335.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_07_335.jpg, -0.2954778, 1, 0, 17.8021
M:\self driving car\IMG\center_2020_10_29_19_08_07_435.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_07_435.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_07_435.jpg, -0.5959436, 0.9738901, 0, 18.6973
M:\self driving car\IMG\center_2020_10_29_19_08_07_537.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_07_537.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_07_537.jpg, -0.7159103, 0.6842573, 0, 19.26009
M:\self driving car\IMG\center_2020_10_29_19_08_07_636.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_07_636.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_07_636.jpg, -0.4129127, 0.3812596, 0, 19.77843
M:\self driving car\IMG\center_2020_10_29_19_08_07_741.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_07_741.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_07_741.jpg, -0.115643, 0.08398996, 0, 19.7209
M:\self driving car\IMG\center_2020_10_29_19_08_07_842.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_07_842.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_07_842.jpg, 0, 0, 0, 19.65108
M:\self driving car\IMG\center_2020_10_29_19_08_07_945.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_07_945.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_07_945.jpg, 0, 0, 0, 19.30043
M:\self driving car\IMG\center_2020_10_29_19_08_08_045.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_08_045.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_08_045.jpg, 0, 0, 0, 19.18238
M:\self driving car\IMG\center_2020_10_29_19_08_08_148.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_08_148.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_08_148.jpg, 0, 0, 0, 18.93148
M:\self driving car\IMG\center_2020_10_29_19_08_08_250.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_08_250.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_08_250.jpg, 0, 0, 0, 18.70107
M:\self driving car\IMG\center_2020_10_29_19_08_08_353.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_08_353.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_08_353.jpg, 0, 0, 0, 18.56615
M:\self driving car\IMG\center_2020_10_29_19_08_08_456.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_08_456.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_08_456.jpg, 0, 0, 0, 18.32405
M:\self driving car\IMG\center_2020_10_29_19_08_08_557.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_08_557.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_08_557.jpg, 0, 0.0129981, 0, 18.17911
M:\self driving car\IMG\center_2020_10_29_19_08_08_658.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_08_658.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_08_658.jpg, 0, 0.3031995, 0, 18.17291
M:\self driving car\IMG\center_2020_10_29_19_08_08_759.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_08_759.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_08_759.jpg, 0, 0.606252, 0, 18.58888
M:\self driving car\IMG\center_2020_10_29_19_08_08_862.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_08_862.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_08_862.jpg, 0, 0.9030438, 0, 19.35862
M:\self driving car\IMG\center_2020_10_29_19_08_08_964.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_08_964.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_08_964.jpg, 0, 1, 0, 20.37024
M:\self driving car\IMG\center_2020_10_29_19_08_09_068.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_09_068.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_09_068.jpg, -0.2608194, 1, 0, 21.3482
M:\self driving car\IMG\center_2020_10_29_19_08_09_170.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_09_170.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_09_170.jpg, -0.004463085, 0.6945272, 0, 22.3026
M:\self driving car\IMG\center_2020_10_29_19_08_09_272.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_09_272.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_09_272.jpg, 0, 0.3892007, 0, 22.7385
M:\self driving car\IMG\center_2020_10_29_19_08_09_375.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_09_375.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_09_375.jpg, 0, 0.09212874, 0, 22.77775
M:\self driving car\IMG\center_2020_10_29_19_08_09_476.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_09_476.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_09_476.jpg, -0.2862057, 0, 0, 22.49834
M:\self driving car\IMG\center_2020_10_29_19_08_09_581.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_09_581.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_09_581.jpg, -0.5118129, 0, 0, 22.11847
M:\self driving car\IMG\center_2020_10_29_19_08_09_683.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_09_683.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_09_683.jpg, -0.2212231, 0.0531525, 0, 21.90172
M:\self driving car\IMG\center_2020_10_29_19_08_09_803.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_09_803.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_09_803.jpg, 0, 0, 0, 21.60981
M:\self driving car\IMG\center_2020_10_29_19_08_09_905.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_09_905.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_09_905.jpg, 0, 0, 0, 21.40315
M:\self driving car\IMG\center_2020_10_29_19_08_10_009.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_10_009.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_10_009.jpg, 0, 0, 0, 21.14587
M:\self driving car\IMG\center_2020_10_29_19_08_10_111.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_10_111.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_10_111.jpg, 0.0283254, 0, 0, 20.91449
M:\self driving car\IMG\center_2020_10_29_19_08_10_214.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_10_214.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_10_214.jpg, 0, 0, 0, 20.73357
M:\self driving car\IMG\center_2020_10_29_19_08_10_317.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_10_317.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_10_317.jpg, 0, 0, 0, 20.44468
M:\self driving car\IMG\center_2020_10_29_19_08_10_418.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_10_418.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_10_418.jpg, 0, 0, 0, 20.37649
M:\self driving car\IMG\center_2020_10_29_19_08_10_523.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_10_523.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_10_523.jpg, 0, 0, 0, 19.9635
M:\self driving car\IMG\center_2020_10_29_19_08_10_626.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_10_626.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_10_626.jpg, -0.0583581, 0, 0, 20.01346
M:\self driving car\IMG\center_2020_10_29_19_08_10_727.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_10_727.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_10_727.jpg, 0, 0, 0, 19.46913
M:\self driving car\IMG\center_2020_10_29_19_08_10_830.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_10_830.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_10_830.jpg, 0, 0, 0, 19.21825
M:\self driving car\IMG\center_2020_10_29_19_08_10_932.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_10_932.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_10_932.jpg, 0, 0, 0, 19.41818
M:\self driving car\IMG\center_2020_10_29_19_08_11_036.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_11_036.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_11_036.jpg, 0, 0, 0, 18.79107
M:\self driving car\IMG\center_2020_10_29_19_08_11_138.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_11_138.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_11_138.jpg, 0, 0, 0, 19.05755
M:\self driving car\IMG\center_2020_10_29_19_08_11_240.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_11_240.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_11_240.jpg, 0, 0, 0, 18.38493
M:\self driving car\IMG\center_2020_10_29_19_08_11_378.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_11_378.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_11_378.jpg, -0.4105026, 0.4105026, 0, 18.99085
M:\self driving car\IMG\center_2020_10_29_19_08_11_477.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_11_477.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_11_477.jpg, -0.4420851, 0.4712367, 0, 19.0798
M:\self driving car\IMG\center_2020_10_29_19_08_11_581.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_11_581.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_11_581.jpg, -0.1558392, 0.1849909, 0, 19.56626
M:\self driving car\IMG\center_2020_10_29_19_08_11_684.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_11_684.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_11_684.jpg, 0, 0, 0, 18.99789
M:\self driving car\IMG\center_2020_10_29_19_08_11_785.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_11_785.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_11_785.jpg, 0, 0, 0, 19.20328
M:\self driving car\IMG\center_2020_10_29_19_08_11_887.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_11_887.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_11_887.jpg, 0, 0, 0, 18.57317
M:\self driving car\IMG\center_2020_10_29_19_08_11_987.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_11_987.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_11_987.jpg, 0, 0, 0, 18.8474
M:\self driving car\IMG\center_2020_10_29_19_08_12_092.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_12_092.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_12_092.jpg, 0, 0.3498606, 0, 18.84731
M:\self driving car\IMG\center_2020_10_29_19_08_12_193.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_12_193.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_12_193.jpg, 0, 0.4665483, 0, 18.9204
M:\self driving car\IMG\center_2020_10_29_19_08_12_294.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_12_294.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_12_294.jpg, 0, 0.1615416, 0, 19.40511
M:\self driving car\IMG\center_2020_10_29_19_08_12_398.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_12_398.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_12_398.jpg, 0, 0, 0, 18.87467
M:\self driving car\IMG\center_2020_10_29_19_08_12_499.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_12_499.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_12_499.jpg, 0, 0, 0, 19.09586
M:\self driving car\IMG\center_2020_10_29_19_08_12_600.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_12_600.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_12_600.jpg, 0, 0.0200157, 0, 18.44415
M:\self driving car\IMG\center_2020_10_29_19_08_12_702.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_12_702.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_12_702.jpg, 0, 0.3165405, 0, 18.91076
M:\self driving car\IMG\center_2020_10_29_19_08_12_806.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_12_806.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_12_806.jpg, 0, 0.09306811, 0, 18.58459
M:\self driving car\IMG\center_2020_10_29_19_08_12_909.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_12_909.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_12_909.jpg, 0, 0, 0, 18.32133
M:\self driving car\IMG\center_2020_10_29_19_08_13_013.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_13_013.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_13_013.jpg, -0.2833953, 0, 0, 18.57591
M:\self driving car\IMG\center_2020_10_29_19_08_13_114.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_13_114.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_13_114.jpg, 0, 0, 0, 17.89458
M:\self driving car\IMG\center_2020_10_29_19_08_13_219.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_13_219.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_13_219.jpg, 0, 0, 0, 18.21325
M:\self driving car\IMG\center_2020_10_29_19_08_13_319.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_13_319.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_13_319.jpg, 0, 0, 0, 17.51523
M:\self driving car\IMG\center_2020_10_29_19_08_13_423.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_13_423.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_13_423.jpg, 0, 0, 0, 17.85584
M:\self driving car\IMG\center_2020_10_29_19_08_13_575.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_13_575.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_13_575.jpg, -0.4519689, 0, 0, 17.36526
M:\self driving car\IMG\center_2020_10_29_19_08_13_677.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_13_677.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_13_677.jpg, -0.1600839, 0, 0, 16.67127
M:\self driving car\IMG\center_2020_10_29_19_08_13_778.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_13_778.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_13_778.jpg, 0, 0, 0, 17.00428
M:\self driving car\IMG\center_2020_10_29_19_08_13_879.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_13_879.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_13_879.jpg, 0, 0, 0, 16.29743
M:\self driving car\IMG\center_2020_10_29_19_08_13_983.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_13_983.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_13_983.jpg, 0, 0, 0, 16.67634
M:\self driving car\IMG\center_2020_10_29_19_08_14_087.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_14_087.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_14_087.jpg, 0, 0, 0, 15.96525
M:\self driving car\IMG\center_2020_10_29_19_08_14_188.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_14_188.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_14_188.jpg, 0, 0.2505492, 0, 16.45183
M:\self driving car\IMG\center_2020_10_29_19_08_14_291.jpg, M:\self driving car\IMG\left_2020_10_29_19_08_14_291.jpg, M:\self driving car\IMG\right_2020_10_29_19_08_14_291.jpg, 0, 0, 0, 16.39609
